iteration,Cd,Cl,Cd_pressure,Cd_friction
363,4.50741003e-01,8.39459202e-02,4.45818042e-01,4.92296114e-03
364,4.50816281e-01,8.31500302e-02,4.45884660e-01,4.93162094e-03
365,4.50936355e-01,8.23776203e-02,4.45996423e-01,4.93993183e-03
366,4.51015236e-01,8.15605787e-02,4.46067437e-01,4.94779910e-03
367,4.51131480e-01,8.07718872e-02,4.46176096e-01,4.95538325e-03
368,4.51219520e-01,7.99483156e-02,4.46256949e-01,4.96257096e-03
369,4.51328355e-01,7.91539621e-02,4.46358910e-01,4.96944500e-03
370,4.51423678e-01,7.83378861e-02,4.46447746e-01,4.97593238e-03
371,4.51521157e-01,7.75500638e-02,4.46539116e-01,4.98204115e-03
372,4.51615940e-01,7.67522697e-02,4.46628206e-01,4.98773331e-03
373,4.51701360e-01,7.59832212e-02,4.46708338e-01,4.99302169e-03
374,4.51788587e-01,7.52148488e-02,4.46790684e-01,4.99790309e-03
375,4.51864129e-01,7.44707752e-02,4.46861742e-01,5.00238697e-03
376,4.51943249e-01,7.37355879e-02,4.46936781e-01,5.00646813e-03
377,4.52010089e-01,7.30225317e-02,4.46999931e-01,5.01015813e-03
378,4.52080636e-01,7.23238478e-02,4.47067177e-01,5.01345923e-03
379,4.52136120e-01,7.16488966e-02,4.47119751e-01,5.01636894e-03
380,4.52183113e-01,7.10048215e-02,4.47164247e-01,5.01886527e-03
381,4.52214528e-01,7.03938550e-02,4.47193610e-01,5.02091863e-03
382,4.52246808e-01,6.98115067e-02,4.47224304e-01,5.02250447e-03
383,4.52267674e-01,6.92622187e-02,4.47244033e-01,5.02364064e-03
384,4.52285241e-01,6.87426265e-02,4.47260925e-01,5.02431630e-03
385,4.52296444e-01,6.82648302e-02,4.47271858e-01,5.02458626e-03
386,4.52313161e-01,6.78122317e-02,4.47288710e-01,5.02445070e-03
387,4.52316176e-01,6.74058729e-02,4.47292279e-01,5.02389647e-03
388,4.52322804e-01,6.70202481e-02,4.47299849e-01,5.02295466e-03
389,4.52317567e-01,6.66797323e-02,4.47295912e-01,5.02165447e-03
390,4.52316229e-01,6.63577264e-02,4.47296193e-01,5.02003614e-03
391,4.52299856e-01,6.60850756e-02,4.47281728e-01,5.01812784e-03
392,4.52292213e-01,6.58278874e-02,4.47276220e-01,5.01599338e-03
393,4.52270278e-01,6.56179484e-02,4.47256621e-01,5.01365633e-03
394,4.52257331e-01,6.54244022e-02,4.47246183e-01,5.01114821e-03
395,4.52232104e-01,6.52789277e-02,4.47223624e-01,5.00847976e-03
396,4.52210176e-01,6.51545872e-02,4.47204487e-01,5.00568926e-03
397,4.52167672e-01,6.50821525e-02,4.47164869e-01,5.00280291e-03
398,4.52117707e-01,6.50319444e-02,4.47117870e-01,4.99983751e-03
399,4.52047307e-01,6.50352715e-02,4.47050508e-01,4.99679902e-03
400,4.51974282e-01,6.50610610e-02,4.46980592e-01,4.99368986e-03
401,4.51882770e-01,6.51396039e-02,4.46892268e-01,4.99050197e-03
402,4.51793341e-01,6.52398465e-02,4.46806137e-01,4.98720389e-03
403,4.51690575e-01,6.53874604e-02,4.46706781e-01,4.98379382e-03
404,4.51597977e-01,6.55539480e-02,4.46617683e-01,4.98029383e-03
405,4.51498906e-01,6.57581776e-02,4.46522203e-01,4.97670211e-03
406,4.51414082e-01,6.59850616e-02,4.46441095e-01,4.97298701e-03
407,4.51320830e-01,6.62458137e-02,4.46351791e-01,4.96903951e-03
408,4.51234503e-01,6.65323649e-02,4.46269574e-01,4.96492855e-03
409,4.51131342e-01,6.68512332e-02,4.46170713e-01,4.96062961e-03
410,4.51031245e-01,6.71972408e-02,4.46075118e-01,4.95612780e-03
411,4.50921657e-01,6.75710896e-02,4.45970273e-01,4.95138449e-03
412,4.50825993e-01,6.79643686e-02,4.45879612e-01,4.94638127e-03
413,4.50722924e-01,6.83880735e-02,4.45781727e-01,4.94119712e-03
414,4.50634775e-01,6.88352322e-02,4.45698902e-01,4.93587332e-03
415,4.50536880e-01,6.93143831e-02,4.45606493e-01,4.93038685e-03
416,4.50443589e-01,6.98173283e-02,4.45518839e-01,4.92474960e-03
417,4.50331981e-01,7.03562423e-02,4.45412913e-01,4.91906819e-03
418,4.50233660e-01,7.09041451e-02,4.45320403e-01,4.91325752e-03
419,4.50125966e-01,7.14773152e-02,4.45218684e-01,4.90728159e-03
420,4.50030702e-01,7.20584764e-02,4.45129521e-01,4.90118184e-03
421,4.49934515e-01,7.26634395e-02,4.45039581e-01,4.89493415e-03
422,4.49857523e-01,7.32661803e-02,4.44968966e-01,4.88855708e-03
423,4.49778606e-01,7.38892815e-02,4.44896561e-01,4.88204433e-03
424,4.49714114e-01,7.45058751e-02,4.44838734e-01,4.87538029e-03
425,4.49647677e-01,7.51400387e-02,4.44779090e-01,4.86858726e-03
426,4.49598242e-01,7.57577864e-02,4.44736500e-01,4.86174188e-03
427,4.49549182e-01,7.63874839e-02,4.44694292e-01,4.85489067e-03
428,4.49515268e-01,7.70009710e-02,4.44667142e-01,4.84812555e-03
429,4.49487235e-01,7.76315781e-02,4.44645775e-01,4.84145986e-03
430,4.49464081e-01,7.82473596e-02,4.44629191e-01,4.83488935e-03
431,4.49440141e-01,7.88805627e-02,4.44611671e-01,4.82846986e-03
432,4.49422770e-01,7.94961047e-02,4.44600546e-01,4.82222355e-03
433,4.49410400e-01,8.01270029e-02,4.44594250e-01,4.81614970e-03
434,4.49403213e-01,8.07355970e-02,4.44593032e-01,4.81018063e-03
435,4.49398831e-01,8.13559901e-02,4.44594560e-01,4.80427146e-03
436,4.49392525e-01,8.19523562e-02,4.44594117e-01,4.79840767e-03
437,4.49382123e-01,8.25638415e-02,4.44589467e-01,4.79265557e-03
438,4.49366744e-01,8.31576127e-02,4.44579707e-01,4.78703684e-03
439,4.49354032e-01,8.37670581e-02,4.44572374e-01,4.78165788e-03
440,4.49340293e-01,8.43579930e-02,4.44563722e-01,4.77657097e-03
441,4.49327828e-01,8.49588393e-02,4.44555941e-01,4.77188706e-03
442,4.49316713e-01,8.55367098e-02,4.44549066e-01,4.76764745e-03
443,4.49308302e-01,8.61169655e-02,4.44544378e-01,4.76392362e-03
444,4.49307083e-01,8.66750918e-02,4.44546329e-01,4.76075325e-03
445,4.49307061e-01,8.72335914e-02,4.44548872e-01,4.75818946e-03
446,4.49315807e-01,8.77749139e-02,4.44559569e-01,4.75623878e-03
447,4.49316864e-01,8.83107808e-02,4.44561972e-01,4.75489188e-03
448,4.49317127e-01,8.88290714e-02,4.44562988e-01,4.75413900e-03
449,4.49300024e-01,8.93362149e-02,4.44546058e-01,4.75396588e-03
450,4.49283565e-01,8.98233344e-02,4.44529222e-01,4.75434321e-03
451,4.49250163e-01,9.02925795e-02,4.44494936e-01,4.75522700e-03
452,4.49215235e-01,9.07421932e-02,4.44458686e-01,4.75654991e-03
453,4.49162586e-01,9.11740015e-02,4.44404275e-01,4.75831125e-03
454,4.49108861e-01,9.15839587e-02,4.44348359e-01,4.76050231e-03
455,4.49039973e-01,9.19758809e-02,4.44276883e-01,4.76309010e-03
456,4.48975456e-01,9.23441728e-02,4.44209396e-01,4.76605987e-03
457,4.48899935e-01,9.26937433e-02,4.44130561e-01,4.76937422e-03
458,4.48830982e-01,9.30167122e-02,4.44057974e-01,4.77300786e-03
459,4.48754719e-01,9.33225911e-02,4.43977790e-01,4.77692874e-03
460,4.48686974e-01,9.36003207e-02,4.43905869e-01,4.78110417e-03
461,4.48611387e-01,9.38625493e-02,4.43825896e-01,4.78549038e-03
462,4.48545225e-01,9.40960829e-02,4.43755182e-01,4.79004325e-03
463,4.48470921e-01,9.43162665e-02,4.43676209e-01,4.79471185e-03
464,4.48405393e-01,9.45076928e-02,4.43605907e-01,4.79948578e-03
465,4.48335305e-01,9.46878287e-02,4.43530933e-01,4.80437177e-03
466,4.48274975e-01,9.48376416e-02,4.43465603e-01,4.80937196e-03
467,4.48212863e-01,9.49741396e-02,4.43398375e-01,4.81448782e-03
468,4.48161790e-01,9.50782540e-02,4.43342085e-01,4.81970445e-03
469,4.48105433e-01,9.51709945e-02,4.43280423e-01,4.82501040e-03
470,4.48062682e-01,9.52325973e-02,4.43232203e-01,4.83047842e-03
471,4.48018388e-01,9.52817563e-02,4.43182388e-01,4.83599944e-03
472,4.47990339e-01,9.53003781e-02,4.43148855e-01,4.84148384e-03
473,4.47962944e-01,9.53083417e-02,4.43115945e-01,4.84699854e-03
474,4.47953858e-01,9.52873228e-02,4.43101289e-01,4.85256906e-03
475,4.47944440e-01,9.52531000e-02,4.43086252e-01,4.85818789e-03
476,4.47951548e-01,9.51876305e-02,4.43087685e-01,4.86386318e-03
477,4.47954884e-01,9.51067301e-02,4.43085273e-01,4.86961155e-03
478,4.47971708e-01,9.49954478e-02,4.43096271e-01,4.87543658e-03
479,4.47982958e-01,9.48683153e-02,4.43101622e-01,4.88133637e-03
480,4.48010617e-01,9.47176785e-02,4.43123289e-01,4.88732842e-03
481,4.48031694e-01,9.45514836e-02,4.43138293e-01,4.89340118e-03
482,4.48062223e-01,9.43616309e-02,4.43162676e-01,4.89954683e-03
483,4.48080863e-01,9.41560541e-02,4.43175136e-01,4.90572641e-03
484,4.48108393e-01,9.39270686e-02,4.43196477e-01,4.91191606e-03
485,4.48125128e-01,9.36833190e-02,4.43207044e-01,4.91808377e-03
486,4.48149360e-01,9.34175745e-02,4.43225160e-01,4.92420064e-03
487,4.48160546e-01,9.31410037e-02,4.43230338e-01,4.93020778e-03
488,4.48177502e-01,9.28445663e-02,4.43241419e-01,4.93608346e-03
489,4.48180497e-01,9.25427320e-02,4.43238687e-01,4.94181014e-03
490,4.48190257e-01,9.22221134e-02,4.43242869e-01,4.94738808e-03
491,4.48188883e-01,9.18998663e-02,4.43236064e-01,4.95281859e-03
492,4.48196843e-01,9.15569072e-02,4.43238722e-01,4.95812133e-03
493,4.48195854e-01,9.12145257e-02,4.43232513e-01,4.96334062e-03
494,4.48203127e-01,9.08534008e-02,4.43234678e-01,4.96844952e-03
495,4.48203584e-01,9.04936863e-02,4.43230180e-01,4.97340383e-03
496,4.48208115e-01,9.01162698e-02,4.43229964e-01,4.97815068e-03
497,4.48204246e-01,8.97413383e-02,4.43221582e-01,4.98266335e-03
498,4.48209184e-01,8.93515310e-02,4.43222261e-01,4.98692307e-03
499,4.48205774e-01,8.89672358e-02,4.43214855e-01,4.99091867e-03
500,4.48210363e-01,8.85731600e-02,4.43215720e-01,4.99464314e-03
501,4.48201770e-01,8.81867920e-02,4.43203688e-01,4.99808247e-03
502,4.48197069e-01,8.77945563e-02,4.43195834e-01,5.00123473e-03
503,4.48180543e-01,8.74148117e-02,4.43176439e-01,5.00410361e-03
504,4.48172677e-01,8.70343819e-02,4.43165981e-01,5.00669565e-03
505,4.48152309e-01,8.66663813e-02,4.43143314e-01,5.00899427e-03
506,4.48140101e-01,8.62990371e-02,4.43129105e-01,5.01099585e-03
507,4.48114214e-01,8.59441427e-02,4.43101531e-01,5.01268284e-03
508,4.48096073e-01,8.55921629e-02,4.43082000e-01,5.01407314e-03
509,4.48068011e-01,8.52519935e-02,4.43052852e-01,5.01515863e-03
510,4.48049895e-01,8.49150877e-02,4.43033955e-01,5.01593963e-03
511,4.48021605e-01,8.45895737e-02,4.43005210e-01,5.01639556e-03
512,4.48003986e-01,8.42713622e-02,4.42987448e-01,5.01653844e-03
513,4.47977260e-01,8.39659922e-02,4.42960899e-01,5.01636162e-03
514,4.47961714e-01,8.36729019e-02,4.42945833e-01,5.01588109e-03
515,4.47937911e-01,8.33947429e-02,4.42922831e-01,5.01508014e-03
516,4.47925525e-01,8.31350601e-02,4.42911545e-01,5.01397973e-03
517,4.47903444e-01,8.28979851e-02,4.42890889e-01,5.01255525e-03
518,4.47889107e-01,8.26828089e-02,4.42878312e-01,5.01079423e-03
519,4.47861963e-01,8.24884565e-02,4.42853299e-01,5.00866479e-03
520,4.47839667e-01,8.23143913e-02,4.42833493e-01,5.00617423e-03
521,4.47805561e-01,8.21613865e-02,4.42802241e-01,5.00332018e-03
522,4.47780545e-01,8.20328341e-02,4.42780408e-01,5.00013703e-03
523,4.47743656e-01,8.19297306e-02,4.42747028e-01,4.99662787e-03
524,4.47710490e-01,8.18476484e-02,4.42717675e-01,4.99281485e-03
525,4.47669962e-01,8.17954698e-02,4.42681256e-01,4.98870595e-03
526,4.47636958e-01,8.17681584e-02,4.42652643e-01,4.98431571e-03
527,4.47591095e-01,8.17717419e-02,4.42611443e-01,4.97965164e-03
528,4.47556148e-01,8.18061340e-02,4.42581376e-01,4.97477221e-03
529,4.47512277e-01,8.18713639e-02,4.42542602e-01,4.96967482e-03
530,4.47479271e-01,8.19669569e-02,4.42514890e-01,4.96438073e-03
531,4.47435957e-01,8.20994469e-02,4.42477079e-01,4.95887774e-03
532,4.47403047e-01,8.22635695e-02,4.42449887e-01,4.95315921e-03
533,4.47360396e-01,8.24660479e-02,4.42413215e-01,4.94718184e-03
534,4.47330974e-01,8.26992258e-02,4.42390039e-01,4.94093520e-03
535,4.47295627e-01,8.29691449e-02,4.42361192e-01,4.93443438e-03
536,4.47275877e-01,8.32679674e-02,4.42348146e-01,4.92773070e-03
537,4.47250802e-01,8.36013707e-02,4.42329968e-01,4.92083404e-03
538,4.47240888e-01,8.39623528e-02,4.42327068e-01,4.91382024e-03
539,4.47221658e-01,8.43566580e-02,4.42314668e-01,4.90698997e-03
540,4.47216951e-01,8.47766901e-02,4.42316700e-01,4.90025112e-03
541,4.47205285e-01,8.52274721e-02,4.42311760e-01,4.89352551e-03
542,4.47209877e-01,8.57019557e-02,4.42323089e-01,4.88678792e-03
543,4.47209093e-01,8.62056688e-02,4.42329109e-01,4.87998399e-03
544,4.47221543e-01,8.67344747e-02,4.42348422e-01,4.87312047e-03
545,4.47225107e-01,8.72946758e-02,4.42358919e-01,4.86618832e-03
546,4.47241041e-01,8.78816494e-02,4.42381848e-01,4.85919232e-03
547,4.47248273e-01,8.84971566e-02,4.42396167e-01,4.85210588e-03
548,4.47267169e-01,8.91388131e-02,4.42422183e-01,4.84498574e-03
549,4.47277959e-01,8.98071133e-02,4.42440091e-01,4.83786736e-03
550,4.47299932e-01,9.04995256e-02,4.42469109e-01,4.83082353e-03
551,4.47315572e-01,9.12150777e-02,4.42491707e-01,4.82386405e-03
552,4.47344748e-01,9.19506204e-02,4.42527739e-01,4.81700853e-03
553,4.47369503e-01,9.27037030e-02,4.42559235e-01,4.81026790e-03
554,4.47410343e-01,9.34740732e-02,4.42606683e-01,4.80366032e-03
555,4.47447564e-01,9.42584864e-02,4.42650377e-01,4.79718698e-03
556,4.47499486e-01,9.50553053e-02,4.42708624e-01,4.79086203e-03
557,4.47544960e-01,9.58644135e-02,4.42760273e-01,4.78468682e-03
558,4.47605013e-01,9.66864491e-02,4.42826308e-01,4.77870553e-03
559,4.47658249e-01,9.75200332e-02,4.42885316e-01,4.77293266e-03
560,4.47723538e-01,9.83645465e-02,4.42956134e-01,4.76740418e-03
561,4.47779156e-01,9.92167218e-02,4.43017025e-01,4.76213121e-03
562,4.47843687e-01,1.00077633e-01,4.43086512e-01,4.75717453e-03
563,4.47897178e-01,1.00946831e-01,4.43144595e-01,4.75258283e-03
564,4.47959990e-01,1.01825879e-01,4.43211595e-01,4.74839543e-03
565,4.48010777e-01,1.02709203e-01,4.43266150e-01,4.74462643e-03
566,4.48069527e-01,1.03597888e-01,4.43328205e-01,4.74132244e-03
567,4.48118457e-01,1.04487432e-01,4.43379958e-01,4.73849916e-03
568,4.48179838e-01,1.05377894e-01,4.43443717e-01,4.73612106e-03
569,4.48235936e-01,1.06263902e-01,4.43501740e-01,4.73419551e-03
570,4.48305355e-01,1.07147577e-01,4.43572575e-01,4.73277935e-03
571,4.48366447e-01,1.08023245e-01,4.43634562e-01,4.73188551e-03
572,4.48430631e-01,1.08885491e-01,4.43699084e-01,4.73154714e-03
573,4.48476481e-01,1.09729918e-01,4.43744704e-01,4.73177699e-03
574,4.48523782e-01,1.10559023e-01,4.43791182e-01,4.73259947e-03
575,4.48553891e-01,1.11369763e-01,4.43819902e-01,4.73398966e-03
576,4.48590499e-01,1.12166988e-01,4.43854507e-01,4.73599230e-03
577,4.48616937e-01,1.12947988e-01,4.43878305e-01,4.73863177e-03
578,4.48654518e-01,1.13713473e-01,4.43912564e-01,4.74195445e-03
579,4.48682964e-01,1.14460550e-01,4.43936997e-01,4.74596718e-03
580,4.48720933e-01,1.15190341e-01,4.43970224e-01,4.75070972e-03
581,4.48750577e-01,1.15895890e-01,4.43994407e-01,4.75616997e-03
582,4.48792944e-01,1.16576026e-01,4.44030603e-01,4.76234147e-03
583,4.48834696e-01,1.17226063e-01,4.44065473e-01,4.76922344e-03
584,4.48890564e-01,1.17844413e-01,4.44113767e-01,4.77679673e-03
585,4.48941248e-01,1.18428513e-01,4.44156221e-01,4.78502666e-03
586,4.49004439e-01,1.18978620e-01,4.44210479e-01,4.79395984e-03
587,4.49070498e-01,1.19491586e-01,4.44266892e-01,4.80360553e-03
588,4.49160957e-01,1.19963305e-01,4.44346998e-01,4.81395963e-03
589,4.49252571e-01,1.20391083e-01,4.44427711e-01,4.82485950e-03
590,4.49355227e-01,1.20775433e-01,4.44519075e-01,4.83615253e-03
591,4.49447244e-01,1.21115201e-01,4.44599531e-01,4.84771329e-03
592,4.49543207e-01,1.21409225e-01,4.44683672e-01,4.85953479e-03
593,4.49626858e-01,1.21654411e-01,4.44755232e-01,4.87162588e-03
594,4.49714271e-01,1.21852175e-01,4.44830242e-01,4.88402848e-03
595,4.49790131e-01,1.21997319e-01,4.44893416e-01,4.89671523e-03
596,4.49873700e-01,1.22091716e-01,4.44963965e-01,4.90973513e-03
597,4.49950991e-01,1.22131658e-01,4.45027996e-01,4.92299470e-03
598,4.50035463e-01,1.22115783e-01,4.45099104e-01,4.93635959e-03
599,4.50108986e-01,1.22042562e-01,4.45159152e-01,4.94983427e-03
600,4.50183422e-01,1.21913175e-01,4.45219788e-01,4.96363381e-03
601,4.50242960e-01,1.21733097e-01,4.45265200e-01,4.97775976e-03
602,4.50307252e-01,1.21494442e-01,4.45315250e-01,4.99200187e-03
603,4.50360164e-01,1.21211307e-01,4.45353984e-01,5.00617975e-03
604,4.50419589e-01,1.20869747e-01,4.45399405e-01,5.02018438e-03
605,4.50468206e-01,1.20488325e-01,4.45434220e-01,5.03398644e-03
606,4.50524506e-01,1.20049136e-01,4.45477003e-01,5.04750265e-03
607,4.50569806e-01,1.19576504e-01,4.45509048e-01,5.06075740e-03
608,4.50620541e-01,1.19048513e-01,4.45546724e-01,5.07381758e-03
609,4.50657588e-01,1.18484838e-01,4.45570869e-01,5.08671924e-03
610,4.50698566e-01,1.17861601e-01,4.45599120e-01,5.09944662e-03
611,4.50727102e-01,1.17201439e-01,4.45615102e-01,5.11200071e-03
612,4.50754051e-01,1.16482002e-01,4.45629750e-01,5.12430131e-03
613,4.50760527e-01,1.15727392e-01,4.45624216e-01,5.13631133e-03
614,4.50772684e-01,1.14927665e-01,4.45624700e-01,5.14798352e-03
615,4.50772570e-01,1.14105324e-01,4.45613281e-01,5.15928939e-03
616,4.50777560e-01,1.13248739e-01,4.45607277e-01,5.17028302e-03
617,4.50767660e-01,1.12375708e-01,4.45586659e-01,5.18100105e-03
618,4.50759093e-01,1.11482124e-01,4.45567582e-01,5.19151095e-03
619,4.50737750e-01,1.10578026e-01,4.45535712e-01,5.20203770e-03
620,4.50725766e-01,1.09653348e-01,4.45512542e-01,5.21322376e-03
621,4.50709158e-01,1.08715915e-01,4.45482142e-01,5.22701630e-03
622,4.50713053e-01,1.07759165e-01,4.45464373e-01,5.24868092e-03
623,4.50720346e-01,1.06797816e-01,4.45441274e-01,5.27907228e-03
624,4.50733307e-01,1.05831631e-01,4.45431956e-01,5.30135098e-03
625,4.50728705e-01,1.04858479e-01,4.45414823e-01,5.31388124e-03
626,4.50729724e-01,1.03877148e-01,4.45408254e-01,5.32147016e-03
627,4.50714083e-01,1.02895609e-01,4.45387763e-01,5.32632005e-03
628,4.50699595e-01,1.01920910e-01,4.45370564e-01,5.32903089e-03
629,4.50667571e-01,1.00958428e-01,4.45337798e-01,5.32977289e-03
630,4.50644745e-01,1.00011180e-01,4.45315505e-01,5.32923973e-03
631,4.50608785e-01,9.90828530e-02,4.45280699e-01,5.32808631e-03
632,4.50577028e-01,9.81783723e-02,4.45250879e-01,5.32614859e-03
633,4.50532784e-01,9.73028935e-02,4.45210598e-01,5.32218578e-03
634,4.50494158e-01,9.64627107e-02,4.45182521e-01,5.31163626e-03
635,4.50418261e-01,9.56722059e-02,4.45146983e-01,5.27127814e-03
636,4.50382895e-01,9.49214735e-02,4.45122568e-01,5.26032677e-03
637,4.50359212e-01,9.41991132e-02,4.45090097e-01,5.26911486e-03
638,4.50334950e-01,9.35254985e-02,4.45063246e-01,5.27170453e-03
639,4.50295159e-01,9.28953460e-02,4.45023452e-01,5.27170762e-03
640,4.50262857e-01,9.23173860e-02,4.44992478e-01,5.27037846e-03
641,4.50227796e-01,9.17933743e-02,4.44959690e-01,5.26810644e-03
642,4.50208885e-01,9.13273243e-02,4.44943759e-01,5.26512614e-03
643,4.50190662e-01,9.09225421e-02,4.44929070e-01,5.26159249e-03
644,4.50187157e-01,9.05808716e-02,4.44929582e-01,5.25757504e-03
645,4.50180878e-01,9.03095660e-02,4.44927651e-01,5.25322744e-03
646,4.50184635e-01,9.01165547e-02,4.44935972e-01,5.24866317e-03
647,4.50177969e-01,9.00051138e-02,4.44934032e-01,5.24393655e-03
648,4.50177316e-01,8.99771085e-02,4.44938289e-01,5.23902780e-03
649,4.50174501e-01,9.00273727e-02,4.44940703e-01,5.23379795e-03
650,4.50188605e-01,9.01541456e-02,4.44960410e-01,5.22819516e-03
651,4.50205739e-01,9.03638586e-02,4.44983294e-01,5.22244486e-03
652,4.50229835e-01,9.06413355e-02,4.45013267e-01,5.21656841e-03
653,4.50263427e-01,9.09989748e-02,4.45053017e-01,5.21041016e-03
654,4.50309348e-01,9.14351164e-02,4.45105436e-01,5.20391274e-03
655,4.50354551e-01,9.19542878e-02,4.45157539e-01,5.19701146e-03
656,4.50418942e-01,9.25442914e-02,4.45229275e-01,5.18966627e-03
657,4.50491198e-01,9.32162380e-02,4.45309281e-01,5.18191674e-03
658,4.50590614e-01,9.39601097e-02,4.45416800e-01,5.17381441e-03
659,4.50702326e-01,9.47830425e-02,4.45536966e-01,5.16535987e-03
660,4.50842483e-01,9.56822807e-02,4.45685838e-01,5.15664549e-03
661,4.50989571e-01,9.66580752e-02,4.45841887e-01,5.14768409e-03
662,4.51154667e-01,9.77117422e-02,4.46016207e-01,5.13845983e-03
663,4.51317665e-01,9.88477391e-02,4.46188758e-01,5.12890743e-03
664,4.51506590e-01,1.00065849e-01,4.46387537e-01,5.11905314e-03
665,4.51702675e-01,1.01358191e-01,4.46593765e-01,5.10891069e-03
666,4.51919122e-01,1.02722237e-01,4.46820614e-01,5.09850737e-03
667,4.52133025e-01,1.04156410e-01,4.47045227e-01,5.08779810e-03
668,4.52371678e-01,1.05660126e-01,4.47294900e-01,5.07677845e-03
669,4.52622633e-01,1.07226038e-01,4.47557225e-01,5.06540813e-03
670,4.52905735e-01,1.08848707e-01,4.47852024e-01,5.05371031e-03
671,4.53195581e-01,1.10515254e-01,4.48153941e-01,5.04163989e-03
672,4.53510191e-01,1.12221185e-01,4.48480967e-01,5.02922422e-03
673,4.53833884e-01,1.13958422e-01,4.48817430e-01,5.01645366e-03
674,4.54182540e-01,1.15727799e-01,4.49179243e-01,5.00329722e-03
675,4.54539565e-01,1.17516042e-01,4.49549829e-01,4.98973565e-03
676,4.54912080e-01,1.19321032e-01,4.49935757e-01,4.97632355e-03
677,4.55273049e-01,1.21159219e-01,4.50310326e-01,4.96272259e-03
678,4.55639630e-01,1.23030184e-01,4.50690076e-01,4.94955383e-03
679,4.56010932e-01,1.24929707e-01,4.51073823e-01,4.93710890e-03
680,4.56403696e-01,1.26851992e-01,4.51478144e-01,4.92555104e-03
681,4.56803095e-01,1.28795388e-01,4.51888264e-01,4.91483170e-03
682,4.57227383e-01,1.30756540e-01,4.52322543e-01,4.90483951e-03
683,4.57657009e-01,1.32729840e-01,4.52761523e-01,4.89548608e-03
684,4.58104982e-01,1.34714280e-01,4.53218441e-01,4.88654124e-03
685,4.58546610e-01,1.36699691e-01,4.53668805e-01,4.87780463e-03
686,4.58994093e-01,1.38673526e-01,4.54124945e-01,4.86914855e-03
687,4.59424731e-01,1.40628188e-01,4.54564458e-01,4.86027257e-03
688,4.59859750e-01,1.42554501e-01,4.55008826e-01,4.85092381e-03
689,4.60280347e-01,1.44448130e-01,4.55439290e-01,4.84105731e-03
690,4.60708435e-01,1.46306781e-01,4.55877675e-01,4.83076030e-03
691,4.61133457e-01,1.48122708e-01,4.56312981e-01,4.82047642e-03
692,4.61571511e-01,1.49885676e-01,4.56759692e-01,4.81181891e-03
693,4.61990140e-01,1.51592597e-01,4.57180170e-01,4.80997056e-03
694,4.62389508e-01,1.53237019e-01,4.57575871e-01,4.81363696e-03
695,4.62781485e-01,1.54805742e-01,4.57961057e-01,4.82042837e-03
696,4.63153687e-01,1.56292253e-01,4.58323931e-01,4.82975566e-03
697,4.63497994e-01,1.57685386e-01,4.58656853e-01,4.84114023e-03
698,4.63833802e-01,1.58979458e-01,4.58979361e-01,4.85444046e-03
699,4.64154950e-01,1.60173935e-01,4.59285169e-01,4.86978126e-03
700,4.64459278e-01,1.61263463e-01,4.59572543e-01,4.88673551e-03
701,4.64749398e-01,1.62237015e-01,4.59844105e-01,4.90529257e-03
702,4.65020429e-01,1.63086936e-01,4.60095225e-01,4.92520402e-03
703,4.65271411e-01,1.63807374e-01,4.60325337e-01,4.94607404e-03
704,4.65491767e-01,1.64386920e-01,4.60523989e-01,4.96777763e-03
705,4.65704530e-01,1.64824636e-01,4.60714194e-01,4.99033598e-03
706,4.65918100e-01,1.65128365e-01,4.60904878e-01,5.01322221e-03
707,4.66121230e-01,1.65301958e-01,4.61084359e-01,5.03687080e-03
708,4.66303798e-01,1.65351221e-01,4.61242238e-01,5.06156000e-03
709,4.66478277e-01,1.65275907e-01,4.61390806e-01,5.08747131e-03
710,4.66653597e-01,1.65062962e-01,4.61538958e-01,5.11463915e-03
711,4.66815522e-01,1.64697106e-01,4.61672562e-01,5.14295984e-03
712,4.66961115e-01,1.64170867e-01,4.61789009e-01,5.17210676e-03
713,4.67108065e-01,1.63470432e-01,4.61906185e-01,5.20187967e-03
714,4.67253652e-01,1.62598543e-01,4.62021590e-01,5.23206241e-03
715,4.67390517e-01,1.61545291e-01,4.62128625e-01,5.26189186e-03
716,4.67518974e-01,1.60312651e-01,4.62228342e-01,5.29063159e-03
717,4.67648988e-01,1.58903256e-01,4.62330539e-01,5.31844874e-03
718,4.67790870e-01,1.57319865e-01,4.62445380e-01,5.34549040e-03
719,4.67938155e-01,1.55566476e-01,4.62566333e-01,5.37182264e-03
720,4.68076949e-01,1.53650587e-01,4.62679543e-01,5.39740645e-03
721,4.68210810e-01,1.51585341e-01,4.62788208e-01,5.42260235e-03
722,4.68340941e-01,1.49384870e-01,4.62893435e-01,5.44750666e-03
723,4.68461479e-01,1.47064919e-01,4.62989457e-01,5.47202189e-03
724,4.68585392e-01,1.44623244e-01,4.63089386e-01,5.49600575e-03
725,4.68701874e-01,1.42062738e-01,4.63182625e-01,5.51924822e-03
726,4.68809031e-01,1.39391822e-01,4.63267470e-01,5.54156092e-03
727,4.68892297e-01,1.36633170e-01,4.63329573e-01,5.56272370e-03
728,4.68943208e-01,1.33787253e-01,4.63360151e-01,5.58305770e-03
729,4.68962760e-01,1.30866951e-01,4.63361021e-01,5.60173846e-03
